object_id,reqid,request_date,personpremise,address_one,zip,activity_date,activitytypeid,activity_type_desc
1093,695899,2020/04/17 03:59:59+00,RIVER CITY GLASS & MIRROR,9735 3RD STREET RD,40272.0,2020/04/18 03:59:59+00,7,FIELD
1094,695911,2020/04/17 03:59:59+00,REV-A-SHELF,12400 EARL JONES WAY,40299.0,2020/04/20 03:59:59+00,7,FIELD
1095,695925,2020/04/15 03:59:59+00,RESIDENT,6914 MOOREWICK WAY,40272.0,2020/04/17 03:59:59+00,7,FIELD
1096,695926,2020/04/14 03:59:59+00,RESIDENT,121 FREEMAN AVE,40214.0,2020/04/17 03:59:59+00,7,FIELD
1097,695932,2020/04/19 03:59:59+00,BISCUIT BELLY,900 E MAIN ST,40206.0,2020/04/20 03:59:59+00,7,FIELD
1098,695954,2020/04/20 03:59:59+00,JEFF WYLER HONDA AUTO MALL,5244 DIXIE HWY,40216.0,2020/04/21 03:59:59+00,7,FIELD
1099,695965,2020/04/17 03:59:59+00,FALCON FULFILLMENT,2100 WATTERSON TRAIL,40299.0,2020/04/20 03:59:59+00,7,FIELD
1100,695980,2020/04/20 03:59:59+00,WALMART #3610,7100 RAGGARD RD,40216.0,2020/04/20 03:59:59+00,7,FIELD
1101,696065,2020/04/20 03:59:59+00,EXQUISITE CARE WASH,3942 CANE RUN ROAD,40211.0,2020/11/12 05:00:00+00,7,FIELD
1102,696136,2020/04/20 03:59:59+00,RESIDENT,13924 FANCY GAP DR,40299.0,2020/04/21 03:59:59+00,7,FIELD
1103,696140,2020/04/20 03:59:59+00,RESIDENT,9110 DANBY CT,40291.0,2020/04/21 03:59:59+00,7,FIELD
1104,696150,2020/04/20 03:59:59+00,UNKNOWN,5101 SOUTHSIDE DR UNIT 1,40214.0,2020/04/21 03:59:59+00,7,FIELD
1105,696285,2020/04/22 03:59:59+00,SPEEDWAY #5043,4417 DIXIE HWY,40216.0,2020/04/24 03:59:59+00,7,FIELD
1106,700207,2020/06/29 03:59:59+00,HARLEY CENTER DENTAL,6415 BARDSTOWN RD,40291.0,2020/07/07 03:59:59+00,7,FIELD
1107,701862,2020/07/22 03:59:59+00,TIP & TOE,7407 3RD ST RD,40214.0,2020/08/10 03:59:59+00,7,FIELD
1108,702478,2020/07/29 03:59:59+00,THORNTONS #162,9400 WESTPORT RD,40241.0,2020/07/30 03:59:59+00,7,FIELD
1109,696135,2020/04/20 03:59:59+00,RESIDENT,8742 RUNNING FOX CIR,40291.0,2020/04/21 03:59:59+00,7,FIELD
1110,700260,2020/06/25 03:59:59+00,THORNTONS #155,8405 NATIONAL TURNPIKE,40214.0,2020/06/24 03:59:59+00,7,FIELD
1111,701978,2020/07/22 03:59:59+00,MIKE LINNIG'S RESTAURANT,9308 CANE RUN RD,40258.0,2020/07/28 03:59:59+00,7,FIELD
1112,693421,2020/03/23 03:59:59+00,BUSINESS,5400 PRESTON HWY UNIT A,40213.0,2020/03/31 03:59:59+00,7,FIELD
1113,696471,2020/04/24 03:59:59+00,ZAXBY'S,4949 DIXIE HWY,40216.0,2020/04/25 03:59:59+00,7,FIELD
1114,700608,2020/07/06 03:59:59+00,SCHULTE HOSPITALITY GROUP,2000 HIGH WICKHAM PL STE 300,40245.0,2020/08/10 03:59:59+00,7,FIELD
1115,702036,2020/07/23 03:59:59+00,BEEF O'BRADY'S,11324 PRESTON HWY,40229.0,2020/07/27 03:59:59+00,7,FIELD
1116,694505,2020/04/02 03:59:59+00,CRICKET CELL PHONE STORE,5751 PRESTON HWY,40219.0,2020/04/04 03:59:59+00,7,FIELD
1117,696647,2020/04/28 03:59:59+00,KOCH FILTER,8401 AIR COMMERCE DR,40219.0,2020/04/29 03:59:59+00,7,FIELD
1118,700940,2020/07/10 03:59:59+00,SUBWAY,3935 S 7TH ST,40216.0,2020/07/09 03:59:59+00,7,FIELD
1119,702249,2020/07/25 03:59:59+00,SPEEDWAY #9511,7430 TERRY RD,40258.0,2020/07/28 03:59:59+00,7,FIELD
1120,694806,2020/04/07 03:59:59+00,IROQUOIS VFW POST #6182,992 LONGFIELD AVE,40215.0,2020/04/11 03:59:59+00,7,FIELD
1121,696671,2020/04/28 03:59:59+00,HEINE BROTHERS COFFEE,2714 FRANKFORT AVE,40206.0,2020/04/30 03:59:59+00,7,FIELD
1122,701031,2020/07/11 03:59:59+00,MOBY DICK,12012 SHELBYVILLE RD,40243.0,2020/07/13 03:59:59+00,7,FIELD
1123,702361,2020/07/28 03:59:59+00,EXPRESSWAY FOOD MART,1420 W BROADWAY,40203.0,2020/07/29 03:59:59+00,7,FIELD
1124,695059,2020/04/08 03:59:59+00,CASH AMERICA PAWN SHOP,5516 NEW CUT RD,40214.0,2020/04/14 03:59:59+00,7,FIELD
1125,696806,2020/04/24 03:59:59+00,RESIDENCE,3113 HENDON RD,40220.0,2020/04/29 03:59:59+00,7,FIELD
1126,701071,2020/07/13 03:59:59+00,MIKE LINNIG'S RESTAURANT,9308 CANE RUN RD,40258.0,2020/07/15 03:59:59+00,7,FIELD
1127,701235,2020/07/14 03:59:59+00,LIQUOR BARN,1850 S HURSTBOURNE PKWY,40220.0,2020/07/16 03:59:59+00,7,FIELD
