reqid,request_date,personpremise,address_one,zip,activity_date,activitytypeid,activity_type_desc,object_id
712350,2020/12/01 05:00:00+00,FEET FIRST,117 S HUBBARDS LN,40202.0,2020/12/01 05:00:00+00,4,SURVEY,1068
711244,2020/12/02 05:00:00+00,STARBUCKS,101 S 5TH ST,40202.0,2020/12/02 05:00:00+00,4,SURVEY,1069
710600,2020/11/30 05:00:00+00,VIETNAM KITCHEN,5339 MITSCHER AVE,40214.0,2020/11/30 05:00:00+00,4,SURVEY,1070
711388,2020/12/04 05:00:00+00,LA POPULAR,2521 S 7TH ST,40208.0,2020/12/04 05:00:00+00,4,SURVEY,1071
712353,2020/12/01 05:00:00+00,RUSSIAN SCHOOL OF MATHEMATICS,113 S HUBBARDS LN,40202.0,2020/12/01 05:00:00+00,4,SURVEY,1072
711245,2020/12/02 05:00:00+00,CRAVINGS,101 S 5TH ST,40202.0,2020/12/02 05:00:00+00,4,SURVEY,1073
710601,2020/11/30 05:00:00+00,SANAG 2,5312 S 3RD ST STE 101,40214.0,2020/11/30 05:00:00+00,4,SURVEY,1074
711390,2020/12/04 05:00:00+00,KORT PHYSICAL THERAPY,12613 TAYLORSVILLE RD STE# 118,40299.0,2020/12/04 05:00:00+00,4,SURVEY,1075
712354,2020/12/01 05:00:00+00,ALEX'S TG ALTERATIONS,109 S HUBBARDS LN,40202.0,2020/12/01 05:00:00+00,4,SURVEY,1076
711440,2020/12/02 05:00:00+00,DOLLAR TREE,4121 SHELBYVILLE RD,40207.0,2020/12/02 05:00:00+00,4,SURVEY,1077
710603,2020/11/30 05:00:00+00,HONG KONG FAST FOOD,5312 S 3RD ST,40214.0,2020/11/30 05:00:00+00,4,SURVEY,1078
711393,2020/12/04 05:00:00+00,BURGER KING #12488,10001 WILL WAY,40291.0,2020/12/04 05:00:00+00,4,SURVEY,1079
712355,2020/12/01 05:00:00+00,HUBBARD LANE BARBER SHOP,105 S HUBBARDS LN,40202.0,2020/12/01 05:00:00+00,4,SURVEY,1080
711442,2020/12/02 05:00:00+00,QUEST,4600 SHELBYVILLE RD.,40207.0,2020/12/02 05:00:00+00,4,SURVEY,1081
710604,2020/11/30 05:00:00+00,VALU MARKET,5301 MITSCHER AVE,40214.0,2020/11/30 05:00:00+00,4,SURVEY,1082
711396,2020/12/04 05:00:00+00,MOE'S SOUTHWEST GRILL,9310 CEDAR CENTER WAY,40291.0,2020/12/04 05:00:00+00,4,SURVEY,1083
712357,2020/12/01 05:00:00+00,JET'S PIZZA,101 S HUBBARDS LN,40202.0,2020/12/01 05:00:00+00,4,SURVEY,1084
711443,2020/12/02 05:00:00+00,ROSS DRESS FOR LESS,4600 SHELBYVILLE RD.,40207.0,2020/12/02 05:00:00+00,4,SURVEY,1085
710606,2020/11/30 05:00:00+00,STOMPING GROUNDS COFFEE CO.,10019 DIXIE HWY,40272.0,2020/11/30 05:00:00+00,4,SURVEY,1086
