object_id(long),reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc
3374.0,706239.0,2020/10/02 03:59:59+00,CINTAS,3916 OAKLAWN DR,40219.0,2020/10/05 03:59:59+00,7,FIELD
3375.0,706241.0,2020/10/02 03:59:59+00,SUMMIT HEIGHTS PARENTS OUT PROGRAM,7400 OUTER LOOP,40228.0,2020/10/06 03:59:59+00,7,FIELD
3376.0,706773.0,2020/10/12 03:59:59+00,PET SMART,4601 OUTER LOOP,40219.0,2020/10/28 03:59:59+00,7,FIELD
3377.0,706816.0,2020/10/10 03:59:59+00,HOBBY LOBBY,6801 DIXIE HWY STE 1,40258.0,2020/10/10 03:59:59+00,7,FIELD
3378.0,707200.0,2020/10/19 03:59:59+00,STEP AHEAD CHILD CARE,7902 BEULAH CHURCH RD,40228.0,2020/10/22 03:59:59+00,7,FIELD
3379.0,707532.0,2020/10/26 03:59:59+00,FIRST AMERICAN CASH ADVANCE,"3348 HIKES LN, UNIT 109",40220.0,2020/11/16 05:00:00+00,7,FIELD
3380.0,707536.0,2020/10/26 03:59:59+00,LOWES HOME IMPROVEMENT,2100 BASHFORD MANOR LN,40218.0,2020/10/27 03:59:59+00,7,FIELD
3381.0,707540.0,2020/10/24 03:59:59+00,KROGER L-780,10645 DIXIE HWY,40272.0,2020/10/26 03:59:59+00,7,FIELD
3382.0,707707.0,2020/10/27 03:59:59+00,KROGER L-785,4915 DIXIE HWY,40216.0,2020/10/29 03:59:59+00,7,FIELD
3383.0,707708.0,2020/10/27 03:59:59+00,WALMART #4524,5360 DIXIE HWY,40216.0,2020/10/29 03:59:59+00,7,FIELD
3384.0,707823.0,2020/10/28 03:59:59+00,LEAR COMPANY,521 INDUSTRY RD,40208.0,2020/10/29 03:59:59+00,7,FIELD
3385.0,707936.0,2020/10/29 03:59:59+00,WALGREENS #3618,2360 STONYBROOK DR,40220.0,2020/11/02 05:00:00+00,7,FIELD
3386.0,708046.0,2020/11/02 05:00:00+00,KRISPY KREME,3000 BARDSTOWN RD,40205.0,2020/11/03 05:00:00+00,7,FIELD
3387.0,708084.0,2020/10/30 03:59:59+00,JIMMY JOHN'S #1081,976 BAXTER AVE,40204.0,2020/11/04 05:00:00+00,7,FIELD
3388.0,708310.0,2020/11/05 c05:00:00+00,RERCEONICS INC,4200 CHMITT AVE,40248.0,2020/11/03 05:00:00+00,7,FIELD
3389.0,708496.0,2020/11/07 05:00:00+00,THORNTON'S #165,4170 TAYLOR BLVD,40215.0,2020/11/10 05:00:00+00,7,FIELD
3390.0,709534.0,2020/11/18 05:00:00+00,LA BAMBA,1237 BARDSTOWN RD STE A,40204.0,2020/11/19 05:00:00+00,7,FIELD
3391.0,702212.0,2020/07/27 03:59:59+00,HOME DEPOT,6840 DIXIE HWY,40258.0,2020/08/10 03:59:59+00,7,FIELD
3392.0,705760.0,2020/09/23 03:59:59+00,CATFISH HAVEN,7208 WHIPPLE RD,40272.0,2020/09/25 03:59:59+00,7,FIELD
3393.0,702895.0,2020/08/02 03:59:59+00,HD RUBBIES,6905 SOUTHSIDE DR,40214.0,2020/08/05 03:59:59+00,7,FIELD
3394.0,705381.0,2020/09/16 03:59:59+00,WILD EGGS #3,135 S ENGLISH STATION RD,40245.0,2020/09/20 03:59:59+00,7,FIELD
3395.0,709708.0,2020/11/20 05:00:00+00,BED BATH & BEYOND,996 BRECKENRIDGE LN,40207.0,2020/11/20 05:00:00+00,7,FIELD
3396.0,702235.0,2020/07/27 03:59:59+00,SHAHEEN'S,2604 PORTLAND AVE,40212.0,2020/07/31 03:59:59+00,7,FIELD
3397.0,706048.0,2020/09/30 03:59:59+00,SHALOM,3650 DUTCHMANS LN,40206.0,2020/10/06 03:59:59+00,7,FIELD
3398.0,702921.0,2020/08/04 03:59:59+00,DERBY CITY GAMING,4520 POPLAR LEVEL RD,40213.0,2020/08/06 03:59:59+00,7,FIELD
3399.0,705497.0,2020/09/17 03:59:95+00,GALAIXE,732 E MRKET ST,40257.0,2020/09/21 03:59:59+00,7,FIELD
3400.0,709879.0,2020/11/23 05:00:00+00,PAINT SPOT,4600 SHELBYVILLE RD,40207.0,2020/12/04 05:00:00+00,7,FIELD
3401.0,702527.0,2020/07/30 03:59:59+00,WALMART #5417,175 OUTER LOOP,40214.0,2020/07/31 03:59:59+00,7,FIELD
3402.0,706382.0,2020/10/02 03:59:59+00,ANGILO'S PIZZA,1725 BERRY BLVD,40215.0,2020/10/06 03:59:59+00,7,FIELD
3403.0,702972.0,2020/08/03 03:59:59+00,FIRST CLASS AUTOMOTIVE,2300 HIKES LN,40218.0,2020/08/25 03:59:59+00,7,FIELD
3404.0,705541.0,2020/09/18 03:59:59+00,US POST OFFICE,2312 PRESTON HWY,40217.0,2020/09/14 03:59:59+00,7,FIELD
3405.0,709947.0,2020/11/23 05:00:00+00,SAM'S FAST FOOD 2,1785 W OAK ST,40210.0,2020/11/24 05:00:00+00,7,FIELD
3406.0,702692.0,2020/07/31 03:59:59+00,THORNTONS #151,7920 BARDSTOWN RD,40291.0,2020/08/05 03:59:59+00,7,FIELD
3407.0,706767.0,2020/10/12 03:59:59+00,T-MOBILE,6800 DIXIE HWY,40258.0,2020/10/15 03:59:59+00,7,FIELD
3408.0,703102.0,2020/08/05 03:59:59+00,OLD RASCALS,1102 W ASHLAND AVE,40215.0,2020/08/03 03:59:59+00,7,FIELD
3409.0,705938.0,2020/09/28 03:59:59+00,OWL CREEK LODGE,10607 HOBBS STATION RD,40223.0,2020/10/02 03:59:59+00,7,FIELD
3410.0,709971.0,2020/11/18 05:00:00+00,JEFFERSON MALL,4801 OUTER LOOP,40219.0,2020/11/18 05:00:00+00,7,FIELD
3411.0,702866.0,2020/08/03 03:59:59+00,SOUTHEASTERN FREIGHT,2220 7TH ST,40208.0,2020/08/02 03:59:59+00,7,FIELD
3412.0,706770.0,2020/10/12 03:59:59+00,EMW WOMEN'S SURGICAL CENTER,136 W MARKET ST,40202.0,2020/10/14 03:59:59+00,7,FIELD
3413.0,703139.0,2020/07/25 03:59:59+00,PURRFECT DAY CAFE,1741 BARDSTOWN RD,40205.0,2020/07/25 03:59:59+00,7,FIELD
3414.0,706479.0,2020/10/06 03:59:59+00,DOLLAR TREE #5046,10309 DIXIE HWY,40272.0,2020/10/06 03:59:59+00,7,FIELD
3415.0,710018.0,2020/11/19 05:00:00+00,STAPLES,6801 DIXIE HWY (STAPLES),40219.0,2020/11/19 05:00:00+00,7,FIELD
3416.0,710086.0,2020/11/17 05:00:00+00,TAJ LOUISVILLE,807 E MARKET ST,40206.0,2020/11/17 05:00:00+00,7,FIELD
3417.0,710097.0,2020/11/18 05:00:00+00,GALT AL J'S & THELMA'S DELI,140 N 4TH ST,40202.0,2020/11/18 05:00:00+00,7,FIELD
3418.0,710340.0,2020/11/24 05:00:00+00,BUNGALOW JOES BAR & GRILL,7813 BEULAH CHURCH RD,40228.0,2020/11/25 05:00:00+00,7,FIELD
3419.0,710473.0,2020/11/28 05:00:00+00,FRANKFORT AVENUE BEER DEPOT,3204 FRANKFORT AVE,40206.0,2020/12/02 05:00:00+00,7,FIELD
3420.0,702909.0,2020/08/03 03:59:59+00,AMERICAN LEGION DIXIE POST #1,2107 CRUMS LN,40216.0,2020/08/05 03:59:59+00,7,FIELD
3421.0,702915.0,2020/08/03 03:59:59+00,MALL ST. MATTHEWS,5000 SHELBYVILLE RD,40207.0,2020/08/13 03:59:59+00,7,FIELD
3422.0,702930.0,2020/08/04 03:59:59+00,SPEEDWAY #9511,7430 TERRY RD,40258.0,2020/08/05 03:59:59+00,7,FIELD
3423.0,703126.0,2020/07/25 03:59:59+00,MARK'S FEED STORE,1514 BARDSTOWN RD,40205.0,2020/07/25 03:59:59+00,7,FIELD
3424.0,703138.0,2020/07/25 03:59:59+00,SAPPORO,1706 BARDSTOWN RD,40205.0,2020/07/25 03:59:59+00,7,FIELD
3425.0,703263.0,2020/08/06 03:59:59+00,THE MARBLE METHOD,12418 LAGRANGE RD STE #140,40245.0,2020/08/08 03:59:59+00,7,FIELD
3426.0,703452.0,2020/08/07 03:59:59+00,CIRCLE K #4703233,404 MT HOLLY RD,40118.0,2020/08/20 03:59:59+00,7,FIELD
3427.0,703634.0,2020/08/12 03:59:59+00,AMVETS POST 1,1111 SWAN ST,40204.0,2020/08/13 03:59:59+00,7,FIELD
3428.0,703729.0,2020/08/14 03:59:59+00,MCDONALD'S #6891,10411 DIXIE HWY,40272.0,2020/08/17 03:59:59+00,7,FIELD
3429.0,703809.0,2020/08/15 03:59:59+00,FAMOUS DAVE'S,8605 CITADEL WAY,40220.0,2020/08/15 03:59:59+00,7,FIELD
3430.0,704110.0,2020/08/24 03:59:59+00,AMAZING CHILDCARE LEARNING CENTER,517 W BRECKINRIDGE ST,40203.0,2020/08/25 03:59:59+00,7,FIELD
3431.0,704171.0,2020/08/22 03:59:59+00,GREAT CLIPS,3025 POPLAR LEVEL RD,40217.0,2020/08/22 03:59:59+00,7,FIELD
3432.0,704577.0,2020/08/24 03:59:59+00,LOUISVILLE PLATE GLASS,1401 W BROADWAY,40203.0,2020/08/26 03:59:59+00,7,FIELD
3433.0,705003.0,2020/09/09 03:59:59+00,C P S BUILDING,1407 W JEFFERSON ST,40203.0,2020/09/22 03:59:59+00,7,FIELD
3434.0,706819.0,2020/10/13 03:59:59+00,KNIGHTS OF ST JOHN APARTMENTS,2100 ST JOHNS PL,40210.0,2020/10/19 03:59:59+00,7,FIELD
3435.0,703146.0,2020/07/25 03:59:59+00,HIGHLANDS TAP ROOM,1058 BARDSTOWN RD,40204.0,2020/07/25 03:59:59+00,7,FIELD
3436.0,706481.0,2020/10/06 03:59:59+00,KROGER L-346,3039 BRECKENRIDGE LN,40220.0,2020/10/07 03:59:59+00,7,FIELD
3437.0,703181.0,2020/08/06 03:59:59+00,JC BEAUTY SUPPLY,2221 HIKES LN,40218.0,2020/09/15 03:59:59+00,7,FIELD
3438.0,703150.0,2020/07/25 03:59:59+00,QUILLS COFFEE,930 BAXTER AVE,40204.0,2020/07/25 03:59:59+00,7,FIELD
3439.0,707109.0,2020/10/16 03:59:59+00,SOUTHEAST CHRISTIAN CHURCH,920 BLANKENBAKER PKWY,40243.0,2020/10/19 03:59:59+00,7,FIELD
3440.0,707303.0,2020/10/20 03:59:59+00,PETITE ACADEMY,9505 US HWY 42,40059.0,2020/10/21 03:59:59+00,7,FIELD
3441.0,703274.0,2020/08/06 03:59:59+00,KROGER L-379,9080 TAYLORSVILLE RD,40299.0,2020/08/10 03:59:59+00,7,FIELD
3442.0,703257.0,2020/08/06 03:59:59+00,CYCLE BAR,4600 SHELBYVILLE RD,40207.0,2020/08/08 03:59:59+00,7,FIELD
