reqid,request_date,personpremise,address_one,zip,activity_date,activitytypeid,activity_type_desc,object_id
708976.0,2020/11/05 05:00:00+00,SABOR LATINO,1273 S BROOK ST,40203.0,2020/11/05 05:00:00+00,4,SURVEY,39.0
708978.0,2020/11/05 05:00:00+00,HOME RUN BURGER,303 W CARDINAL BLVD,40208.0,2020/11/05 05:00:00+00,4,SURVEY,40.0
708982.0,2020/11/05 05:00:00+00,BUCK'S,425 W ORMSBY AVE,40203.0,2020/11/05 05:00:00+00,4,SURVEY,41.0
708985.0,2020/11/05 05:00:00+00,VIRTUE,103 W OAK ST,40202.0,2020/11/05 05:00:00+00,4,SURVEY,42.0
708986.0,2020/11/05 05:00:00+00,610 MAGNOLIA,610 W MAGNOLIA ST,40208.0,2020/11/05 05:00:00+00,4,SURVEY,43.0
708989.0,2020/11/05 05:00:00+00,MAGNOLIA BAR & GRILL,1398 S 2ND ST,40208.0,2020/11/05 05:00:00+00,4,SURVEY,44.0
709260.0,2020/11/05 05:00:00+00,WAFFLE HOUSE #1887,10563 DIXIE HWY,40272.0,2020/11/05 05:00:00+00,4,SURVEY,45.0
709261.0,2020/11/05 05:00:00+00,CARRETA TWO,10105 DIXIE HWY,40272.0,2020/11/05 05:00:00+00,4,SURVEY,46.0
709263.0,2020/11/05 05:00:00+00,MR GATTI'S,10035 DIXIE HWY,40272.0,2020/11/05 05:00:00+00,4,SURVEY,47.0
709266.0,2020/11/05 05:00:00+00,EL COMAL TAQUERIA,9609 DIXIE HWY,40272.0,2020/11/05 05:00:00+00,4,SURVEY,48.0
709267.0,2020/11/05 05:00:00+00,FRISCH'S BIG BOY #201,7401 DIXIE HWY,40258.0,2020/11/05 05:00:00+00,4,SURVEY,49.0
709269.0,2020/11/05 05:00:00+00,BUFFALO WILD WINGS,6801 DIXIE HWY,40258.0,2020/11/05 05:00:00+00,4,SURVEY,50.0
709347.0,2020/11/09 05:00:00+00,CIRCLE K #4703228,5203 GREENWOOD RD,40258.0,2020/11/09 05:00:00+00,4,SURVEY,51.0
709350.0,2020/11/09 05:00:00+00,DERBY CITY PIZZA,5603 GREENWOOD RD,40258.0,2020/11/09 05:00:00+00,4,SURVEY,52.0
709351.0,2020/11/09 05:00:00+00,BONNIE & CLYDE'S PIZZA,7611 DIXIE HWY,40258.0,2020/11/09 05:00:00+00,4,SURVEY,53.0
709354.0,2020/11/09 05:00:00+00,CIRCLE K #4703325,9737 3RD STREET RD,40272.0,2020/11/09 05:00:00+00,4,SURVEY,54.0
709367.0,2020/11/09 05:00:00+00,RED TOP,1127 LOGAN ST,40204.0,2020/11/09 05:00:00+00,4,SURVEY,55.0
709369.0,2020/11/09 05:00:00+00,ATRIUM BREWING,1154 LOGAN ST,40204.0,2020/11/09 05:00:00+00,4,SURVEY,56.0
713154.0,2020/11/09 05:00:00+00,TWO LANE LIQUOR & BAR,9702 BARDSTOWN RD,40291.0,2020/11/09 05:00:00+00,4,SURVEY,57.0
713154.0,2020/11/09 05:00:00+00,TWO LANE LIQUOR & BAR,9702 BARDSTOWN RD,40291.0,2020/11/09 05:00:00+00,4,SURVEY,58.0
708854.0,2020/11/10 05:00:00+00,RECBAR,10301 TAYLORSVILLE RD,40299.0,2020/11/10 05:00:00+00,4,SURVEY,59.0
708859.0,2020/11/10 05:00:00+00,MICHAELS,1955 S.HURSTBOURNE PKWY,40202.0,2020/11/10 05:00:00+00,4,SURVEY,60.0
708861.0,2020/11/10 05:00:00+00,PETCO,1963 S. HURSTBOURNE PKWY,40202.0,2020/11/10 05:00:00+00,4,SURVEY,61.0
708899.0,2020/11/10 05:00:00+00,MOLLY MALONES ST. MATTHEWS,3900 SHELBYVILLE RD,40207.0,2020/11/10 05:00:00+00,4,SURVEY,62.0
708900.0,2020/11/10 05:00:00+00,TIN ROOF,3921 SHELBYVILLE RD,40207.0,2020/11/10 05:00:00+00,4,SURVEY,63.0
708902.0,2020/11/10 05:00:00+00,DISTRICT 6,3930 SHELBYVILLE RD,40207.0,2020/11/10 05:00:00+00,4,SURVEY,64.0
708903.0,2020/11/10 05:00:00+00,DIAMOND STREET GRUB & HOPS,3922 SHELBYVILLE RD,40207.0,2020/11/10 05:00:00+00,4,SURVEY,65.0
708904.0,2020/11/10 05:00:00+00,DIAMOND PUB & BILLIARDS,3814 FRANKFORT AVE,40207.0,2020/11/10 05:00:00+00,4,SURVEY,66.0
708906.0,2020/11/10 05:00:00+00,GERSTLE'S,3801 FRANKFORT AVE,40207.0,2020/11/10 05:00:00+00,4,SURVEY,67.0
708907.0,2020/11/10 05:00:00+00,HILLCREST TAVERN,3212 FRANKFORT AVE,40206.0,2020/11/10 05:00:00+00,4,SURVEY,68.0
708909.0,2020/11/10 05:00:00+00,PARLOUR ON FRANKFORT,2636 FRANKFORT AVE,40206.0,2020/11/10 05:00:00+00,4,SURVEY,69.0
708910.0,2020/11/10 05:00:00+00,BOURBON'S BISTRO,2255 FRANKFORT AVE,40206.0,2020/11/10 05:00:00+00,4,SURVEY,70.0
708911.0,2020/11/10 05:00:00+00,MELLWOOD TAVERN,1801 BROWNSBORO RD,40206.0,2020/11/10 05:00:00+00,4,SURVEY,71.0
709029.0,2020/11/10 05:00:00+00,PIZZA DONISI,1394 S 2ND ST,40208.0,2020/11/10 05:00:00+00,4,SURVEY,72.0
709030.0,2020/11/10 05:00:00+00,WHITE CASTLE #15,700 W BROADWAY,40202.0,2020/11/10 05:00:00+00,4,SURVEY,73.0
709032.0,2020/11/10 05:00:00+00,CHINA BISTRO II,234 W BROADWAY,40202.0,2020/11/10 05:00:00+00,4,SURVEY,74.0
709033.0,2020/11/10 05:00:00+00,FALAFEL OASIS,226 W BROADWAY,40202.0,2020/11/10 05:00:00+00,4,SURVEY,75.0
709034.0,2020/11/10 05:00:00+00,ADA'S KITCHEN,214 W BROADWAY,40202.0,2020/11/10 05:00:00+00,4,SURVEY,76.0
709036.0,2020/11/10 05:00:00+00,TACO BELL,1801 S BROOK ST,40208.0,2020/11/10 05:00:00+00,4,SURVEY,77.0
709194.0,2020/11/10 05:00:00+00,INDI'S RESTAURANT,3820 W MARKET ST,40212.0,2020/11/10 05:00:00+00,4,SURVEY,78.0
709195.0,2020/11/10 05:00:00+00,MCDONALD'S,2720 W BROADWAY,40211.0,2020/11/10 05:00:00+00,4,SURVEY,79.0
709196.0,2020/11/10 05:00:00+00,RALLY'S,2130 W BROADWAY,40211.0,2020/11/10 05:00:00+00,4,SURVEY,80.0
709199.0,2020/11/10 05:00:00+00,RALLY'S,4401 CANE RUN RD,40216.0,2020/11/10 05:00:00+00,4,SURVEY,81.0
709200.0,2020/11/10 05:00:00+00,INDI'S RESTAURANT,4419 CANE RUN RD,40216.0,2020/11/10 05:00:00+00,4,SURVEY,82.0
709203.0,2020/11/10 05:00:00+00,MOBY DICK,4421 CANE RUN RD,40216.0,2020/11/10 05:00:00+00,4,SURVEY,83.0
709276.0,2020/11/10 05:00:00+00,VALU MARKET,7519 OUTER LOOP,40228.0,2020/11/10 05:00:00+00,4,SURVEY,84.0
709286.0,2020/11/10 05:00:00+00,HIGHVIEW ICE CREAM & COFFEE,7525 OUTER LOOP,40228.0,2020/11/10 05:00:00+00,4,SURVEY,85.0
709296.0,2020/11/10 05:00:00+00,SUBWAY #6345,7531 OUTER LOOP,40228.0,2020/11/24 05:00:00+00,4,SURVEY,86.0
